order_id,customer_name,region,product,order_date,quantity,unit_price,currency,status
ORD108257,,apac,Concrete Mix,2024-08-12,100,100.5,eur,PENDING
ORD103773,VINCI ,APAC,Concrete Mix,2023-11-14,100,,,PENDING
ORD107699,edf,EU,Solar Panel,2024-03-04,20,250.0,usd,
ORD106453,Total Energies,EU,Medical Kit,2024-08-28,,,USD,Delivered
ORD104273,Vinci,,Medical Kit,2023-12-16,-5,unknown,eur,Cancelled
ORD102183,sanofi,APAC,Wind Turbine,2023-04-06,,0,,Pending
ORD103187,Vinci,,Wind Turbine,2023-01-31,20,-20,usd,Cancelled
ORD102816,Bouygues,EUROPE,Medical Kit,2023-09-09,,100.5,,Delivered
ORD103312,Vinci,EU,Medical Kit,2023-07-11,ten,unknown,eur,Cancelled
ORD103105,Sanofi,EU,Gas Valve,2024-03-24,20,-20,usd,Pending
ORD105561,VINCI ,APAC,Medical Kit,2024-07-10,ten,0,,Delivered
ORD106513,Vinci,NA,Concrete Mix,2023-10-30,10,unknown,EUR,
ORD108513,edf,apac,Solar Panel,32/13/2023,100,100.5,eur,Pending
ORD106535,Air Liquide,,Gas Valve,2023-05-12,ten,,EUR,PENDING
ORD100837,,,Gas Valve,2024-09-28,,100.5,USD,Cancelled
ORD105873,Bouygues,NA,Gas Valve,2024-04-12,50,250.0,EUR,
ORD100360,edf,EU,Gas Valve,2023-06-06,50,999.99,,Pending
ORD106037,sanofi,EUROPE,Medical Kit,2024-02-05,20,999.99,EUR,Delivered
ORD106964,EDF,North America,Solar Panel,2023-01-28,ten,250.0,USD,
ORD109958,edf,EU,solar panel,2023-12-15,,250.0,USD,Cancelled
ORD104862,edf,APAC,Solar Panel,2023-02-22,100,0,,PENDING
ORD106211,VINCI ,APAC,Concrete Mix,2023-11-24,10,100.5,USD,PENDING
ORD108961,sanofi,APAC,Solar Panel,32/13/2023,100,-20,eur,delivered
ORD109123,Total Energies,EUROPE,Medical Kit,2023-06-19,20,0,eur,Pending
ORD107367,Bouygues,APAC,Concrete Mix,2024-01-30,100,,EUR,Pending
ORD108215,edf,Europe,Concrete Mix,2024-11-28,,100.5,,delivered
ORD104001,Sanofi,EU,Concrete Mix,2023-12-31,,999.99,,
ORD106399,Sanofi,,Concrete Mix,32/13/2023,100,unknown,eur,Delivered
ORD105458,Bouygues,APAC,Concrete Mix,2023-05-17,,250.0,usd,PENDING
ORD106030,,apac,Gas Valve,2024-02-02,100,,eur,Pending
ORD103625,EDF,apac,Solar Panel,2024-06-17,ten,100.5,EUR,Cancelled
ORD106094,Air Liquide,EU,Medical Kit,2023-12-17,100,0,usd,Pending
ORD102405,Total Energies,Europe,solar panel,2023-08-22,10,-20,,Pending
ORD103984,Bouygues,Europe,Medical Kit,2023-06-06,ten,,eur,Cancelled
ORD100700,EDF,apac,Medical Kit,2023-10-04,100,-20,,delivered
ORD105613,VINCI ,NA,Concrete Mix,2024-02-07,,999.99,USD,
ORD101446,sanofi,apac,Solar Panel,2023-03-29,ten,unknown,,Cancelled
ORD108009,Vinci,,Gas Valve,2024-05-07,ten,100.5,,Cancelled
ORD109587,,EUROPE,Medical Kit,2024-10-14,50,unknown,eur,Pending
ORD102088,Total Energies,NA,solar panel,32/13/2023,ten,999.99,USD,PENDING
ORD106061,VINCI ,Europe,solar panel,2023-05-23,20,250.0,USD,Cancelled
ORD105707,VINCI ,Europe,Wind Turbine,32/13/2023,ten,unknown,,Cancelled
ORD108846,Total Energies,NA,Concrete Mix,32/13/2023,ten,250.0,EUR,Pending
ORD108501,edf,NA,Wind Turbine,2023-01-16,10,250.0,USD,PENDING
ORD106603,Air Liquide,,Solar Panel,2023-10-25,100,250.0,USD,Cancelled
ORD108026,Total Energies,EU,Gas Valve,2024-04-16,100,250.0,usd,
ORD107281,Sanofi,Europe,Gas Valve,2023-06-18,100,unknown,,delivered
ORD100735,VINCI ,EU,Medical Kit,2023-06-20,,,,Delivered
ORD109618,edf,NA,Gas Valve,2023-02-06,10,0,EUR,Cancelled
ORD108324,sanofi,North America,Medical Kit,2024-11-20,50,999.99,USD,PENDING
ORD108063,,Europe,Gas Valve,2024-07-21,10,,eur,Cancelled
ORD105868,Sanofi,EUROPE,Gas Valve,2024-03-01,,100.5,eur,
ORD109829,Bouygues,EU,Gas Valve,32/13/2023,10,-20,usd,Pending
ORD104720,edf,NA,Solar Panel,2023-07-16,100,unknown,eur,Pending
ORD104095,Sanofi,APAC,Solar Panel,2023-12-09,,0,usd,Delivered
ORD104871,VINCI ,NA,Gas Valve,2023-01-29,20,100.5,,delivered
ORD103023,edf,APAC,Medical Kit,2024-03-23,50,unknown,usd,PENDING
ORD109668,VINCI ,EU,Gas Valve,2023-12-18,,999.99,EUR,
ORD109372,sanofi,NA,solar panel,2023-11-14,20,-20,eur,PENDING
ORD102108,,,Wind Turbine,32/13/2023,100,100.5,,Cancelled
ORD108494,edf,NA,Wind Turbine,32/13/2023,20,,,Cancelled
ORD100603,Sanofi,NA,Medical Kit,2024-08-19,100,0,EUR,Cancelled
ORD109139,Air Liquide,,Gas Valve,2024-10-18,50,unknown,,Delivered
ORD106836,Sanofi,Europe,solar panel,2023-10-03,,-20,usd,
ORD100393,Bouygues,Europe,solar panel,2023-02-17,ten,-20,,
ORD106646,Total Energies,EU,Solar Panel,2023-09-28,,,eur,Cancelled
ORD108437,Vinci,APAC,Solar Panel,2023-09-04,50,,EUR,PENDING
ORD105032,EDF,NA,Concrete Mix,2024-06-20,100,250.0,,Cancelled
ORD104295,edf,North America,Solar Panel,2023-06-19,10,0,usd,
ORD100095,,apac,Gas Valve,2023-03-29,-5,250.0,eur,Pending
ORD107094,Total Energies,apac,Medical Kit,2024-03-09,10,250.0,EUR,Delivered
ORD102457,sanofi,North America,Medical Kit,2024-10-08,ten,,EUR,PENDING
ORD109113,,APAC,Solar Panel,2024-08-26,50,250.0,USD,Pending
ORD104712,sanofi,EUROPE,Gas Valve,2023-11-21,10,0,,Cancelled
ORD107334,EDF,,Medical Kit,2023-04-27,100,100.5,eur,delivered
ORD107770,,Europe,Concrete Mix,2023-01-19,ten,0,eur,Pending
ORD109196,Total Energies,EUROPE,Concrete Mix,2024-02-28,ten,999.99,,delivered
ORD103317,Bouygues,Europe,Medical Kit,2024-06-29,10,,EUR,delivered
ORD108616,Vinci,APAC,Gas Valve,2024-03-08,20,250.0,usd,PENDING
ORD107800,Sanofi,EUROPE,Wind Turbine,2023-01-12,ten,unknown,USD,delivered
ORD103079,Sanofi,Europe,Concrete Mix,2023-04-13,10,,EUR,PENDING
ORD103244,Bouygues,apac,Wind Turbine,2024-02-04,,250.0,usd,delivered
ORD105094,Vinci,NA,solar panel,2023-01-22,10,-20,,Cancelled
ORD106055,VINCI ,APAC,Medical Kit,32/13/2023,ten,unknown,EUR,Pending
ORD109733,edf,Europe,Solar Panel,2024-05-18,,,,delivered
ORD108424,edf,apac,Solar Panel,2024-04-09,ten,0,,Pending
ORD108027,Sanofi,North America,solar panel,2024-04-09,50,999.99,eur,PENDING
ORD107588,Total Energies,NA,Solar Panel,2024-01-30,10,999.99,EUR,delivered
ORD103846,EDF,EU,Concrete Mix,2024-10-13,,unknown,USD,Delivered
ORD108233,Vinci,North America,Gas Valve,2024-02-16,100,250.0,USD,PENDING
ORD109823,Vinci,APAC,Concrete Mix,2024-02-20,20,250.0,usd,PENDING
ORD102025,sanofi,apac,Solar Panel,32/13/2023,10,-20,USD,PENDING
ORD104826,Vinci,,solar panel,2023-10-07,ten,,EUR,Cancelled
ORD106431,edf,apac,Wind Turbine,2024-11-27,ten,unknown,EUR,Cancelled
ORD104950,sanofi,NA,Concrete Mix,2023-09-22,100,250.0,EUR,Delivered
ORD102227,Sanofi,APAC,Solar Panel,2024-04-09,50,100.5,,Pending
ORD105838,Air Liquide,EU,solar panel,2023-09-09,100,unknown,EUR,delivered
ORD102956,EDF,NA,solar panel,2023-04-16,20,-20,USD,
ORD107639,VINCI ,EUROPE,solar panel,2023-08-03,20,999.99,USD,PENDING
ORD100019,VINCI ,APAC,Concrete Mix,2024-12-01,100,0,USD,Pending
ORD102955,,EU,solar panel,2024-01-26,20,999.99,,PENDING
ORD107209,Vinci,North America,Gas Valve,2024-09-14,ten,-20,eur,Delivered
ORD106001,Sanofi,APAC,Solar Panel,2024-03-15,-5,-20,USD,Cancelled
ORD107248,Vinci,NA,solar panel,2023-12-26,20,-20,usd,Delivered
ORD102930,edf,EUROPE,Concrete Mix,2023-03-24,50,100.5,eur,Cancelled
ORD106387,Total Energies,,Medical Kit,2024-03-17,10,100.5,eur,delivered
ORD101261,EDF,apac,Gas Valve,2023-11-10,20,0,EUR,
ORD107220,Total Energies,,Medical Kit,2024-07-13,,,usd,delivered
ORD100809,Sanofi,EUROPE,Wind Turbine,2023-08-23,50,0,usd,PENDING
ORD105205,VINCI ,EUROPE,Gas Valve,2023-04-10,100,250.0,USD,PENDING
ORD109073,Total Energies,North America,Solar Panel,2024-10-26,50,,eur,delivered
ORD106707,,EUROPE,solar panel,2024-11-14,ten,999.99,eur,PENDING
ORD103997,Bouygues,apac,Solar Panel,2024-02-12,100,-20,EUR,delivered
ORD109609,VINCI ,North America,Medical Kit,2023-07-29,ten,999.99,,delivered
ORD103279,edf,EUROPE,Solar Panel,2023-04-28,20,-20,USD,PENDING
ORD107701,Vinci,EUROPE,Concrete Mix,2023-08-08,10,unknown,USD,delivered
ORD109928,Vinci,EUROPE,Wind Turbine,2024-04-10,,,eur,
ORD101142,Sanofi,apac,Medical Kit,2023-01-14,10,250.0,USD,Cancelled
ORD107219,Sanofi,EUROPE,Concrete Mix,2024-01-06,20,250.0,,Pending
ORD102245,Bouygues,North America,Gas Valve,2024-11-30,50,-20,,Cancelled
ORD103037,VINCI ,Europe,Wind Turbine,32/13/2023,100,0,,Cancelled
ORD103710,Vinci,apac,Medical Kit,2024-01-03,-5,100.5,EUR,Delivered
ORD102609,EDF,Europe,Concrete Mix,2024-07-19,20,999.99,,Pending
ORD109755,VINCI ,Europe,solar panel,2023-12-31,50,unknown,USD,Pending
ORD103070,edf,North America,Solar Panel,2023-03-13,10,250.0,eur,delivered
ORD101599,Sanofi,,Wind Turbine,32/13/2023,-5,0,EUR,Pending
ORD104253,edf,APAC,Gas Valve,2024-10-04,20,250.0,EUR,
ORD108824,EDF,,Wind Turbine,2024-10-27,100,999.99,usd,Cancelled
ORD104317,Air Liquide,EU,Wind Turbine,2023-11-08,20,0,EUR,Delivered
ORD108750,Vinci,North America,Gas Valve,2024-01-20,-5,100.5,EUR,
ORD100620,Vinci,Europe,Gas Valve,2024-04-22,100,250.0,EUR,Cancelled
ORD105426,,NA,Medical Kit,2023-10-26,100,0,USD,PENDING
ORD105872,Air Liquide,Europe,Wind Turbine,2024-03-02,50,100.5,eur,Pending
ORD101408,,apac,Solar Panel,2023-09-23,50,100.5,usd,Delivered
ORD106989,edf,APAC,Concrete Mix,32/13/2023,50,999.99,usd,Cancelled
ORD109526,Vinci,APAC,Solar Panel,2023-06-28,50,unknown,USD,delivered
ORD104254,Total Energies,EUROPE,Gas Valve,2024-01-14,ten,250.0,eur,Pending
ORD101046,Air Liquide,EU,solar panel,2024-07-01,-5,250.0,usd,Delivered
ORD103058,sanofi,apac,Medical Kit,2023-08-06,ten,999.99,EUR,Delivered
ORD103400,Sanofi,EUROPE,Gas Valve,2024-03-26,20,,USD,PENDING
ORD104064,edf,Europe,Gas Valve,2023-10-04,10,250.0,eur,Cancelled
ORD101765,Vinci,EUROPE,Wind Turbine,2023-06-07,-5,999.99,,Cancelled
ORD100743,edf,EU,Gas Valve,2023-11-23,ten,0,EUR,Delivered
ORD100222,Vinci,Europe,Wind Turbine,2024-11-18,10,unknown,usd,
ORD102391,Total Energies,EU,Wind Turbine,2024-04-14,100,999.99,,
ORD100625,Total Energies,EU,Gas Valve,2023-08-23,-5,unknown,usd,Delivered
ORD103487,Sanofi,North America,Wind Turbine,2023-02-07,50,unknown,USD,
ORD105100,Air Liquide,EU,Concrete Mix,2024-02-07,10,999.99,,PENDING
ORD105151,Sanofi,EUROPE,Wind Turbine,2024-08-08,20,100.5,USD,PENDING
ORD104870,Vinci,apac,Solar Panel,32/13/2023,ten,,USD,
ORD102680,EDF,,Wind Turbine,2023-06-03,-5,250.0,,PENDING
ORD107888,Bouygues,APAC,Concrete Mix,2024-11-07,20,-20,,PENDING
ORD106991,Bouygues,North America,solar panel,2024-04-24,10,,usd,Pending
ORD101315,Air Liquide,,Wind Turbine,2024-01-24,-5,unknown,EUR,Pending
ORD105095,Vinci,Europe,Medical Kit,2023-09-15,,-20,eur,PENDING
ORD103017,EDF,APAC,Gas Valve,2023-08-07,100,100.5,,
ORD108644,VINCI ,APAC,Gas Valve,2023-12-12,ten,250.0,eur,
ORD103660,,EU,Solar Panel,2023-03-26,ten,250.0,,Delivered
ORD100353,Sanofi,North America,Medical Kit,2023-11-09,20,999.99,,Cancelled
ORD107076,,Europe,Wind Turbine,2023-11-24,,-20,,Cancelled
ORD100456,,EU,solar panel,2024-01-06,100,,EUR,Delivered
ORD107332,edf,Europe,Concrete Mix,2023-11-28,10,250.0,usd,Cancelled
ORD103884,sanofi,Europe,Gas Valve,2023-06-06,ten,250.0,eur,delivered
ORD100239,EDF,apac,Medical Kit,2023-10-11,50,250.0,,Delivered
ORD109318,Air Liquide,NA,Concrete Mix,2023-05-01,50,unknown,USD,Delivered
ORD107352,Vinci,APAC,Solar Panel,2023-01-21,,250.0,EUR,delivered
ORD107594,Air Liquide,apac,Concrete Mix,2023-01-10,20,100.5,EUR,Cancelled
ORD109099,sanofi,apac,Wind Turbine,2024-02-19,-5,-20,,
ORD102753,EDF,apac,Gas Valve,2024-02-20,,0,usd,delivered
ORD106896,edf,EUROPE,Solar Panel,2023-10-01,,0,eur,Cancelled
ORD105899,Vinci,North America,Solar Panel,2023-05-07,,100.5,,PENDING
ORD106918,Bouygues,APAC,solar panel,2024-07-31,100,,eur,Delivered
ORD103795,edf,EUROPE,Medical Kit,2024-10-14,100,100.5,EUR,delivered
ORD101018,sanofi,APAC,Medical Kit,2023-01-22,100,999.99,usd,Pending
ORD106804,Vinci,EUROPE,Wind Turbine,2024-05-19,20,999.99,EUR,
ORD106440,edf,North America,Medical Kit,32/13/2023,50,100.5,EUR,PENDING
ORD105564,Bouygues,apac,Solar Panel,2024-08-14,100,,EUR,Cancelled
ORD109354,edf,North America,Gas Valve,32/13/2023,,-20,EUR,Delivered
ORD101103,Vinci,EUROPE,Concrete Mix,2024-04-18,10,,EUR,Pending
ORD104394,Air Liquide,North America,Concrete Mix,2023-02-06,100,,EUR,Pending
ORD107453,EDF,EUROPE,Solar Panel,2024-06-25,-5,999.99,,
ORD102055,Bouygues,EU,Solar Panel,32/13/2023,ten,100.5,usd,Pending
ORD107912,EDF,Europe,Medical Kit,32/13/2023,ten,-20,EUR,Delivered
ORD107782,Total Energies,,Wind Turbine,2023-10-10,10,999.99,USD,PENDING
ORD101851,edf,North America,Wind Turbine,2023-04-01,,unknown,EUR,Cancelled
ORD102874,sanofi,EUROPE,Medical Kit,2023-08-11,-5,,usd,Delivered
ORD109410,VINCI ,APAC,Wind Turbine,2023-08-09,10,250.0,eur,Cancelled
ORD109765,Bouygues,EUROPE,Gas Valve,2024-08-15,ten,250.0,EUR,delivered
ORD109425,Air Liquide,,solar panel,2023-09-23,20,unknown,,delivered
ORD104071,Bouygues,North America,Gas Valve,2024-04-26,ten,unknown,EUR,Pending
ORD101634,Vinci,NA,Medical Kit,2023-05-24,50,0,,PENDING
ORD103566,VINCI ,Europe,Gas Valve,2023-10-09,-5,-20,EUR,delivered
ORD109533,Air Liquide,NA,Medical Kit,2023-10-06,ten,,usd,Pending
ORD101383,VINCI ,NA,Solar Panel,2024-04-24,,,,Pending
ORD109608,Vinci,North America,Concrete Mix,32/13/2023,,250.0,usd,Pending
ORD102750,Sanofi,North America,Concrete Mix,2023-08-07,50,100.5,usd,
ORD100217,Bouygues,APAC,Solar Panel,2023-12-17,100,100.5,,PENDING
ORD107520,Vinci,EU,Wind Turbine,2024-05-24,20,,EUR,Cancelled
ORD101068,Sanofi,apac,Solar Panel,2024-08-01,100,0,eur,Cancelled
ORD108585,,Europe,Wind Turbine,2024-02-05,,-20,USD,PENDING
ORD101034,Vinci,apac,Concrete Mix,2024-04-03,,,usd,Delivered
ORD109785,Sanofi,,Wind Turbine,2023-12-13,10,,,Pending
ORD107263,Total Energies,EU,Concrete Mix,2024-01-29,20,-20,,delivered
ORD104454,EDF,APAC,Gas Valve,2023-12-11,100,250.0,eur,Delivered
ORD109702,Bouygues,,Concrete Mix,32/13/2023,,unknown,usd,delivered
ORD101891,Vinci,North America,Concrete Mix,2024-11-23,-5,250.0,eur,
ORD100906,Total Energies,apac,Medical Kit,2024-05-10,-5,250.0,USD,PENDING
ORD107592,sanofi,EUROPE,Concrete Mix,2023-09-19,10,999.99,EUR,delivered
ORD106495,Bouygues,Europe,Concrete Mix,2023-01-06,20,0,eur,Delivered
ORD106027,,NA,Concrete Mix,2024-11-29,-5,999.99,EUR,Cancelled
ORD108222,Total Energies,EUROPE,Solar Panel,2023-03-14,10,250.0,eur,Cancelled
ORD108052,Bouygues,NA,Solar Panel,2024-04-30,20,unknown,USD,delivered
ORD108051,,North America,Wind Turbine,2023-11-26,10,-20,USD,
ORD104773,Sanofi,Europe,solar panel,2023-04-17,-5,250.0,USD,
ORD104483,,,Concrete Mix,2023-08-24,-5,250.0,,Pending
ORD106648,edf,EU,Medical Kit,2024-07-23,ten,-20,USD,Pending
ORD105663,Vinci,EUROPE,Solar Panel,2023-06-27,50,100.5,,Delivered
ORD104284,,NA,Solar Panel,2023-02-20,100,,EUR,
ORD102701,Air Liquide,EU,Wind Turbine,2024-06-24,50,250.0,eur,PENDING
ORD102919,Sanofi,,Solar Panel,2024-09-08,,999.99,USD,Delivered
ORD103263,Vinci,,Wind Turbine,32/13/2023,-5,unknown,usd,Pending
ORD100852,Vinci,EUROPE,Concrete Mix,2024-10-12,,0,usd,PENDING
ORD103942,EDF,EUROPE,Medical Kit,2024-11-04,100,999.99,usd,
ORD102464,Total Energies,NA,Concrete Mix,2024-11-09,100,-20,eur,Cancelled
ORD107866,Air Liquide,apac,Solar Panel,2023-05-09,20,250.0,eur,Delivered
ORD103973,Air Liquide,North America,Medical Kit,32/13/2023,20,,USD,Delivered
ORD109590,EDF,Europe,Concrete Mix,32/13/2023,-5,100.5,USD,Cancelled
ORD105137,Vinci,EU,Medical Kit,2024-09-12,20,,,PENDING
ORD107341,Sanofi,EUROPE,Gas Valve,2023-05-09,,250.0,eur,Cancelled
ORD103381,Air Liquide,NA,Gas Valve,2024-02-10,-5,unknown,EUR,Cancelled
ORD106358,Total Energies,EUROPE,Concrete Mix,2023-08-09,ten,100.5,EUR,delivered
ORD108753,edf,EUROPE,Solar Panel,2024-03-25,20,,USD,
ORD101807,,EUROPE,Solar Panel,2023-09-08,100,-20,,Pending
ORD100747,Vinci,NA,Gas Valve,2023-07-05,20,999.99,usd,Delivered
ORD107876,,EU,Wind Turbine,2023-02-01,10,unknown,USD,
ORD100347,Sanofi,apac,solar panel,2024-09-23,,-20,eur,Delivered
ORD103616,Bouygues,APAC,Concrete Mix,2024-10-13,ten,999.99,usd,Pending
ORD103082,edf,apac,Gas Valve,2023-01-27,,999.99,eur,delivered
ORD108019,Bouygues,APAC,Solar Panel,2023-01-03,-5,,,Pending
ORD107235,Air Liquide,APAC,Medical Kit,2024-11-11,-5,,EUR,PENDING
ORD102009,Sanofi,,Concrete Mix,2023-12-07,,250.0,usd,
ORD103891,,APAC,Wind Turbine,32/13/2023,-5,0,USD,Delivered
ORD103006,EDF,Europe,Medical Kit,2024-09-05,,0,eur,Cancelled
ORD103063,sanofi,apac,Medical Kit,2023-07-10,20,0,,Delivered
ORD101523,EDF,,Medical Kit,2023-10-28,20,250.0,eur,Cancelled
ORD108890,Sanofi,NA,Concrete Mix,2023-04-24,-5,-20,eur,
ORD108639,sanofi,North America,Gas Valve,2024-02-18,-5,999.99,USD,PENDING
ORD109288,EDF,,Gas Valve,2023-02-06,20,999.99,usd,
ORD105028,EDF,EU,Concrete Mix,2024-08-08,100,-20,eur,PENDING
ORD106901,edf,NA,Medical Kit,2024-08-15,50,,eur,
ORD103688,EDF,NA,Concrete Mix,2023-12-28,10,unknown,eur,Delivered
ORD104983,sanofi,EUROPE,solar panel,2023-07-30,20,250.0,,PENDING
ORD100763,edf,North America,Concrete Mix,2023-10-14,50,,eur,Cancelled
ORD102388,Vinci,Europe,Wind Turbine,2024-02-25,20,-20,USD,PENDING
ORD106751,sanofi,NA,Gas Valve,2023-08-26,-5,250.0,eur,Pending
ORD109025,Total Energies,EU,Wind Turbine,2023-10-22,20,0,,
ORD101835,sanofi,EUROPE,Medical Kit,2024-06-30,50,-20,eur,Delivered
ORD108025,,North America,Concrete Mix,2023-07-06,10,250.0,usd,
ORD101222,Total Energies,EU,solar panel,2023-03-14,50,100.5,USD,Delivered
ORD106486,Vinci,Europe,Gas Valve,2024-11-03,,999.99,EUR,Cancelled
ORD105375,Air Liquide,EUROPE,solar panel,2024-03-16,-5,0,eur,Cancelled
ORD108243,sanofi,NA,solar panel,32/13/2023,-5,unknown,,Pending
ORD101791,EDF,,Solar Panel,2023-04-13,100,250.0,,delivered
ORD108637,Sanofi,EU,solar panel,2024-05-17,10,999.99,USD,Delivered
ORD109968,EDF,NA,Wind Turbine,2024-07-28,100,250.0,,
ORD108862,,Europe,solar panel,2023-01-31,ten,,USD,Cancelled
ORD102835,Bouygues,EU,Medical Kit,2024-02-09,20,-20,usd,PENDING
ORD100708,sanofi,EUROPE,Wind Turbine,2024-09-21,20,unknown,eur,PENDING
ORD100509,Bouygues,APAC,solar panel,2024-10-29,,,eur,
ORD108034,Vinci,,Wind Turbine,2023-04-15,ten,,eur,
ORD107838,Sanofi,apac,Medical Kit,2023-04-12,10,-20,eur,Pending
ORD108390,EDF,APAC,Solar Panel,2023-12-27,10,0,USD,PENDING
ORD109643,Sanofi,,Gas Valve,2024-05-14,,,USD,PENDING
ORD104560,sanofi,apac,Wind Turbine,2023-08-17,10,250.0,usd,Cancelled
ORD107025,Bouygues,EU,Gas Valve,2023-09-10,100,unknown,USD,Cancelled
ORD107708,Vinci,APAC,Gas Valve,2023-02-25,10,250.0,usd,PENDING
ORD107122,,EU,Wind Turbine,2023-03-29,50,100.5,,Delivered
ORD107106,EDF,Europe,Gas Valve,2024-11-22,,,USD,
ORD104315,sanofi,North America,Medical Kit,2024-08-02,,,,Pending
ORD104842,Sanofi,Europe,Solar Panel,2024-08-05,ten,999.99,USD,delivered
ORD104132,Total Energies,North America,Medical Kit,2023-12-10,10,,EUR,
ORD104645,VINCI ,,Wind Turbine,2023-05-18,ten,,,Delivered
ORD100711,Bouygues,,Wind Turbine,2024-08-04,50,0,USD,Pending
ORD107296,EDF,North America,Gas Valve,2024-03-25,10,unknown,,Pending
ORD109312,EDF,,Medical Kit,2024-11-10,-5,,USD,Cancelled
ORD101616,Air Liquide,EUROPE,Gas Valve,2024-01-20,10,,usd,PENDING
ORD104818,sanofi,EU,Solar Panel,2024-09-09,50,unknown,EUR,
ORD101372,edf,apac,solar panel,2024-09-26,100,-20,eur,delivered
ORD103125,,EUROPE,Wind Turbine,32/13/2023,10,999.99,eur,delivered
ORD100712,Vinci,EUROPE,Concrete Mix,2023-03-06,20,250.0,USD,delivered
ORD104707,VINCI ,,Gas Valve,2024-09-17,100,100.5,EUR,PENDING
ORD101245,Bouygues,Europe,solar panel,2024-02-24,,100.5,usd,Delivered
ORD109001,VINCI ,NA,solar panel,2023-09-27,100,999.99,EUR,Pending
ORD104404,,NA,Gas Valve,2024-03-23,-5,,usd,Delivered
ORD108777,EDF,EU,solar panel,2024-09-24,50,250.0,,
ORD100715,Bouygues,North America,Gas Valve,2024-11-14,10,unknown,eur,Pending
ORD101684,Vinci,apac,solar panel,2023-06-20,,unknown,eur,delivered
ORD107247,Sanofi,APAC,solar panel,2023-11-14,ten,0,eur,Delivered
ORD101482,Vinci,North America,Gas Valve,2023-08-18,ten,0,usd,PENDING
ORD106874,edf,Europe,Wind Turbine,2023-04-26,-5,0,EUR,Delivered
ORD102619,Total Energies,Europe,Medical Kit,2023-04-26,10,unknown,,PENDING
ORD103870,Total Energies,APAC,Gas Valve,2024-07-16,,250.0,EUR,PENDING
ORD108980,Air Liquide,North America,Concrete Mix,32/13/2023,-5,-20,USD,delivered
ORD102127,EDF,EU,Concrete Mix,2023-09-25,10,unknown,usd,delivered
ORD103257,,EUROPE,solar panel,2023-01-18,100,,usd,Pending
ORD101883,sanofi,apac,Gas Valve,2024-10-16,10,,,Cancelled
ORD100212,VINCI ,Europe,Concrete Mix,2023-06-03,50,,USD,delivered
ORD103050,Sanofi,EUROPE,Concrete Mix,32/13/2023,50,0,USD,Pending
ORD104694,Total Energies,Europe,Concrete Mix,2023-06-30,100,100.5,,Delivered
ORD101010,Air Liquide,Europe,Solar Panel,32/13/2023,ten,0,eur,Cancelled
ORD100323,sanofi,APAC,Solar Panel,2024-01-30,20,,usd,Pending
ORD103570,Sanofi,APAC,Wind Turbine,2023-09-21,,0,EUR,
ORD101097,Sanofi,EU,Wind Turbine,2024-10-23,100,-20,,
ORD101562,edf,APAC,Medical Kit,2023-07-25,-5,100.5,,Pending
ORD103424,Bouygues,APAC,Wind Turbine,2024-04-23,-5,0,USD,Cancelled
ORD100334,Air Liquide,Europe,Gas Valve,2023-10-30,50,unknown,EUR,
ORD102697,VINCI ,Europe,Solar Panel,32/13/2023,-5,999.99,USD,PENDING
ORD106216,Vinci,,solar panel,2023-08-26,100,unknown,EUR,delivered
ORD102807,Sanofi,,Solar Panel,32/13/2023,20,unknown,eur,PENDING
ORD106820,EDF,NA,Concrete Mix,2024-08-24,50,-20,,
ORD100792,Sanofi,EUROPE,Medical Kit,2023-02-20,ten,250.0,,Delivered
ORD100233,Vinci,North America,Solar Panel,2024-08-28,50,,eur,Pending
ORD105843,sanofi,,Medical Kit,2024-06-17,50,250.0,usd,PENDING
ORD102732,Total Energies,EUROPE,Solar Panel,2024-11-30,,-20,,Cancelled
ORD105918,VINCI ,,Gas Valve,2023-09-28,50,0,USD,Pending
ORD102513,Bouygues,EU,Gas Valve,2023-04-27,-5,100.5,USD,delivered
ORD107427,edf,Europe,Wind Turbine,32/13/2023,20,250.0,EUR,PENDING
ORD105885,,APAC,solar panel,2024-07-04,50,-20,usd,
ORD107487,,EUROPE,Solar Panel,2023-12-07,ten,0,USD,delivered
ORD105259,edf,apac,Wind Turbine,2023-06-10,,,usd,
ORD108102,sanofi,NA,Solar Panel,2023-12-29,-5,250.0,,delivered
ORD106443,EDF,Europe,Gas Valve,2024-01-23,20,250.0,EUR,Pending
ORD109224,,EU,solar panel,2024-05-03,20,250.0,EUR,delivered
ORD109686,Total Energies,APAC,Medical Kit,2024-07-23,20,100.5,,
ORD105170,Sanofi,EU,Medical Kit,2023-11-17,,999.99,EUR,PENDING
ORD100774,Bouygues,APAC,Gas Valve,32/13/2023,-5,0,USD,Delivered
ORD101494,,,Medical Kit,2024-02-02,,999.99,usd,Pending
ORD101597,VINCI ,NA,Medical Kit,2024-02-03,-5,unknown,eur,delivered
ORD100871,Vinci,apac,Medical Kit,2024-07-26,10,-20,eur,PENDING
ORD105171,Bouygues,North America,Gas Valve,2024-09-01,,,,Cancelled
ORD101263,Sanofi,EUROPE,Gas Valve,2024-03-08,10,unknown,,
ORD105282,edf,apac,Medical Kit,2024-03-07,20,999.99,USD,PENDING
ORD104149,VINCI ,APAC,Medical Kit,2023-12-27,20,100.5,eur,Pending
ORD107201,VINCI ,EU,Concrete Mix,2024-08-08,100,250.0,usd,Pending
